Name,F,M,M_weight,F_weight
KARTHIK,0,16,1,0
KARTIER,0,17,1,0
KARY,27,0,0,1
KARYL,92,0,0,1
KARYME,5,0,0,1
KARYN,1424,0,0,1
KARYNA,5,0,0,1
KARYSSA,5,0,0,1
KASANDRA,487,0,0,1
KASE,0,13,1,0
KASEAN,0,11,1,0
KASEEM,0,228,1,0
KASEN,0,72,1,0
KASEY,1432,330,0.187287174,0.812712826
KASH,0,97,1,0
KASHA,29,0,0,1
KASHANA,6,0,0,1
KASHAUN,0,18,1,0
KASHAWN,0,258,1,0
KASHEEM,0,37,1,0
KASHEEN,0,5,1,0
KASHIF,0,128,1,0
KASHMERE,0,6,1,0
KASHMIR,0,28,1,0
KASHTON,0,15,1,0
KASI,10,0,0,1
KASIA,16,0,0,1
KASIE,49,0,0,1
KASIEM,0,5,1,0
KASIM,0,56,1,0
KASON,0,144,1,0
KASPER,0,31,1,0
KASSANDR,13,0,0,1
KASSANDRA,1627,0,0,1
KASSIDY,688,0,0,1
KASSIE,137,0,0,1
KASSIM,0,18,1,0
KASSIUS,0,5,1,0
KASSONDRA,19,0,0,1
KATALEYA,59,0,0,1
KATALINA,174,0,0,1
KATANA,17,0,0,1
KATARINA,583,0,0,1
KATARZYNA,87,0,0,1
KATE,5894,0,0,1
KATELIN,400,0,0,1
KATELYN,6178,0,0,1
KATELYNN,1324,0,0,1
KATELYNNE,16,0,0,1
KATERA,11,0,0,1
KATERI,126,0,0,1
KATERIN,76,0,0,1
KATERINA,820,0,0,1
KATERINE,82,0,0,1
KATEY,36,0,0,1
KATHALEEN,203,0,0,1
KATHARIN,23,0,0,1
KATHARINA,61,0,0,1
KATHARINE,3694,0,0,1
KATHE,99,0,0,1
KATHELEEN,5,0,0,1
KATHERIN,396,0,0,1
KATHERINA,33,0,0,1
KATHERINE,49676,24,0.000482897,0.999517103
KATHERYN,438,0,0,1
KATHERYNE,10,0,0,1
KATHI,711,0,0,1
KATHIA,28,0,0,1
KATHIE,876,0,0,1
KATHIRIA,6,0,0,1
KATHLEEN,91547,145,0.001581381,0.998418619
KATHLENE,76,0,0,1
KATHLYN,139,0,0,1
KATHRINA,6,0,0,1
KATHRINE,577,0,0,1
KATHRYN,29517,0,0,1
KATHRYNE,98,0,0,1
KATHY,16085,5,0.000310752,0.999689248
KATHYA,5,0,0,1
KATHYANN,5,0,0,1
KATHYRN,11,0,0,1
KATI,135,0,0,1
KATIA,381,0,0,1
KATIANA,80,0,0,1
KATIE,9129,0,0,1
KATILYN,15,0,0,1
KATIMA,5,0,0,1
KATINA,455,0,0,1
KATIRA,5,0,0,1
KATIRIA,179,0,0,1
KATISHA,25,0,0,1
KATIUSCIA,5,0,0,1
KATJA,8,0,0,1
KATLIN,193,0,0,1
KATLYN,717,0,0,1
KATLYNN,90,0,0,1
KATRENA,10,0,0,1
KATRICE,84,0,0,1
KATRIN,12,0,0,1
KATRINA,6223,0,0,1
KATRINE,10,0,0,1
KATRYNA,5,0,0,1
KATTIE,17,0,0,1
KATTY,50,0,0,1
KATY,741,0,0,1
KATYA,99,0,0,1
KAVI,0,30,1,0
KAVIN,0,33,1,0
KAVION,0,15,1,0
KAVITA,99,0,0,1
KAVON,0,194,1,0
KAVYA,48,0,0,1
KAWAN,0,45,1,0
KAWANA,62,0,0,1
KAWANNA,6,0,0,1
KAWHI,0,6,1,0
KAY,3461,0,0,1
KAYA,530,33,0.058614565,0.941385435
KAYANA,46,0,0,1
KAYANNA,34,0,0,1
KAYCE,5,0,0,1
KAYCEE,154,0,0,1
KAYCIE,5,0,0,1
KAYDANCE,13,0,0,1
KAYDEN,212,2534,0.922796795,0.077203205
KAYDENCE,467,0,0,1
KAYDIN,0,36,1,0
KAYE,231,0,0,1
KAYLA,21462,18,0.000837989,0.999162011
KAYLAH,533,0,0,1
KAYLAN,80,0,0,1
KAYLANI,258,0,0,1
KAYLANIE,24,0,0,1
KAYLE,108,0,0,1
KAYLEA,32,0,0,1
KAYLEB,0,63,1,0
KAYLEE,5674,0,0,1
KAYLEEN,499,0,0,1
KAYLEI,35,0,0,1
KAYLEIGH,1873,0,0,1
KAYLEN,205,6,0.028436019,0.971563981
KAYLENE,182,0,0,1
KAYLEY,309,0,0,1
KAYLI,271,0,0,1
KAYLIANA,6,0,0,1
KAYLIE,910,0,0,1
KAYLIN,1071,5,0.00464684,0.99535316
KAYLON,0,5,1,0
KAYLY,6,0,0,1
KAYLYN,495,0,0,1
KAYLYNN,345,0,0,1
KAYNE,0,11,1,0
KAYRA,28,0,0,1
KAYRON,0,5,1,0
KAYSAN,0,7,1,0
KAYSEAN,0,5,1,0
KAYSEN,0,75,1,0
KAYSHA,17,0,0,1
KAYSHAWN,0,61,1,0
KAYSON,0,156,1,0
KAYTLIN,28,0,0,1
KAYTLYN,15,0,0,1
KAYVON,0,52,1,0
KAZI,17,81,0.826530612,0.173469388
KAZUKI,0,5,1,0
KC,0,6,1,0
KEAGAN,0,213,1,0
KEAGEN,0,5,1,0
KEAIRA,10,0,0,1
KEAN,0,5,1,0
KEANA,140,0,0,1
KEANDRA,22,0,0,1
KEANDRE,0,5,1,0
KEANE,0,5,1,0
KEANNA,208,0,0,1
KEANU,0,389,1,0
KEARA,312,0,0,1
KEARRA,8,0,0,1
KEASHA,14,0,0,1
KEATON,0,244,1,0
KEBRINA,5,0,0,1
KECIA,321,0,0,1
KEDAR,0,27,1,0
KEDWIN,0,5,1,0
KEEFE,0,5,1,0
KEEGAN,74,1308,0.946454414,0.053545586
KEELAN,0,17,1,0
KEELEY,85,0,0,1
KEELIN,6,0,0,1
KEELY,293,0,0,1
KEENA,16,0,0,1
KEENAN,0,772,1,0
KEENEN,0,56,1,0
KEENYA,5,0,0,1
KEESHA,208,0,0,1
KEESHAWN,0,8,1,0
KEEVA,5,0,0,1
KEGAN,0,19,1,0
KEHLANI,110,0,0,1
KEIANA,43,0,0,1
KEIANNA,26,0,0,1
KEIARA,34,0,0,1
KEIDY,13,0,0,1
KEIFER,0,10,1,0
KEILA,632,0,0,1
KEILAH,11,0,0,1
KEILANI,79,0,0,1
KEILI,5,0,0,1
KEILLY,18,0,0,1
KEILY,323,0,0,1
KEILYN,105,0,0,1
KEION,0,58,1,0
KEIONA,5,0,0,1
KEIR,0,39,1,0
KEIRA,2213,0,0,1
KEIRAN,0,18,1,0
KEIRRA,11,0,0,1
KEIRSTEN,16,0,0,1
KEIRY,186,0,0,1
KEISHA,2406,0,0,1
KEISHAWN,0,20,1,0
KEISHLA,23,0,0,1
KEISI,6,0,0,1
KEISY,50,0,0,1
KEITH,79,34980,0.997746656,0.002253344
KEITHA,56,0,0,1
KELAN,0,5,1,0
KELANI,11,0,0,1
KELBY,0,14,1,0
KELCEY,31,0,0,1
KELCIE,59,0,0,1
KELECHI,0,13,1,0
KELI,94,0,0,1
KELIA,5,0,0,1
KELIS,238,0,0,1
KELISE,17,0,0,1
KELLAN,0,352,1,0
KELLE,24,0,0,1
KELLEE,60,0,0,1
KELLEN,0,470,1,0
KELLER,0,34,1,0
KELLEY,2156,33,0.015075377,0.984924623
KELLI,2352,0,0,1
KELLIANN,43,0,0,1
KELLIANNE,40,0,0,1
KELLIE,2267,0,0,1
KELLIN,0,11,1,0
KELLY,36492,1910,0.049736993,0.950263007
KELLYANN,466,0,0,1
KELLYANNE,48,0,0,1
KELLYN,28,0,0,1
KELSEA,136,0,0,1
KELSEY,5814,94,0.01591063,0.98408937
KELSI,194,0,0,1
KELSIE,497,0,0,1
KELSY,99,0,0,1
KELVIN,6,4796,0.998750521,0.001249479
KELY,5,0,0,1
KEMAL,0,5,1,0
KEMANI,6,0,0,1
KEMAR,0,106,1,0
KEMARI,0,16,1,0
KEMAURI,0,5,1,0
KEMBA,16,0,0,1
KEMBERLY,7,0,0,1
KEMORA,11,0,0,1
KEN,0,1538,1,0
KENADEE,13,0,0,1
KENADIE,16,0,0,1
KENAN,0,175,1,0
KENDA,5,0,0,1
KENDAL,190,40,0.173913043,0.826086957
KENDALE,0,5,1,0
KENDALL,1926,1048,0.352387357,0.647612643
KENDEL,0,5,1,0
KENDELL,17,453,0.963829787,0.036170213
KENDRA,3678,0,0,1
KENDRICK,0,740,1,0
KENDRY,0,16,1,0
KENDYL,109,0,0,1
KENDYLL,12,0,0,1
KENETH,0,22,1,0
KENIA,546,0,0,1
KENIEL,0,11,1,0
KENISHA,197,0,0,1
KENJI,0,152,1,0
KENLEIGH,6,0,0,1
KENLEY,100,6,0.056603774,0.943396226
KENNA,146,0,0,1
KENNADI,5,0,0,1
KENNADY,7,0,0,1
KENNARD,0,17,1,0
KENNEDI,168,0,0,1
KENNEDY,2015,222,0.099240054,0.900759946
KENNETH,174,98479,0.998236242,0.001763758
KENNETHA,5,0,0,1
KENNEY,0,15,1,0
KENNIA,5,0,0,1
KENNISHA,6,0,0,1
KENNITH,0,93,1,0
KENNY,0,4151,1,0
KENO,0,6,1,0
KENRICK,0,146,1,0
KENSIE,16,0,0,1
KENSINGTON,58,0,0,1
KENSLEY,56,0,0,1
KENT,0,2396,1,0
KENTA,0,5,1,0
KENTON,0,112,1,0
KENYA,1820,121,0.062339001,0.937660999
KENYAH,5,0,0,1
KENYATTA,110,243,0.688385269,0.311614731
KENYATTE,0,5,1,0
KENYETTA,249,0,0,1
KENYON,0,232,1,0
KENZA,28,0,0,1
KENZI,49,0,0,1
KENZIE,395,0,0,1
KENZO,0,132,1,0
KENZY,10,0,0,1
KEON,0,493,1,0
KEONA,43,0,0,1
KEONI,0,5,1,0
KEONNA,20,0,0,1
KEOSHA,16,0,0,1
KERA,109,0,0,1
KERBY,0,15,1,0
KEREM,0,35,1,0
KEREN,466,0,0,1
KERI,2315,0,0,1
KERIANN,151,0,0,1
KERIANNE,69,0,0,1
KERIM,0,6,1,0
KERIN,141,0,0,1
KERITH,7,0,0,1
KERMIT,0,540,1,0
KERN,0,5,1,0
KERON,0,64,1,0
KERRI,3657,0,0,1
KERRIANN,212,0,0,1
KERRIANNE,47,0,0,1
KERRIE,610,0,0,1
KERRIGAN,28,0,0,1
KERRILYN,5,0,0,1
KERRIN,126,0,0,1
KERRY,6157,2099,0.254239341,0.745760659
KERRYANN,63,0,0,1
KERSTIN,40,0,0,1
KERVEN,0,5,1,0
KERVENS,0,5,1,0
KERVIN,0,182,1,0
KERWIN,0,102,1,0
KESEAN,0,24,1,0
KESHA,368,0,0,1
KESHAUN,0,99,1,0
KESHAV,0,18,1,0
KESHAWN,0,239,1,0
KESHIA,396,0,0,1
KESIA,5,0,0,1
KESTON,0,5,1,0
KETSIA,11,0,0,1
KETSY,5,0,0,1
KETTY,11,0,0,1
KETURAH,228,0,0,1
KEVA,6,0,0,1
KEVAN,0,69,1,0
KEVEN,0,497,1,0
KEVIN,354,113540,0.996891847,0.003108153
KEVON,0,425,1,0
KEVYN,0,52,1,0
KEWANNA,8,0,0,1
KEYA,24,0,0,1
KEYAIRA,5,0,0,1
KEYANA,330,0,0,1
KEYANNA,246,0,0,1
KEYARA,99,0,0,1
KEYDEN,0,17,1,0
KEYERA,5,0,0,1
KEYLA,680,0,0,1
KEYLER,0,5,1,0
KEYLI,36,0,0,1
KEYLIN,62,0,0,1
KEYLOR,0,23,1,0
KEYON,0,274,1,0
KEYONA,100,0,0,1
KEYONNA,91,0,0,1
KEYRA,16,0,0,1
KEYRI,5,0,0,1
KEYSHA,98,0,0,1
KEYSHAUN,0,13,1,0
KEYSHAWN,0,331,1,0
KEYSI,7,0,0,1
KEZIA,134,0,0,1
KEZIAH,207,0,0,1
KHADEEM,0,11,1,0
KHADEJA,5,0,0,1
KHADEJAH,11,0,0,1
KHADIJA,629,0,0,1
KHADIJAH,940,0,0,1
KHADIM,0,6,1,0
KHADY,10,0,0,1
KHAI,0,23,1,0
KHALANI,6,0,0,1
KHALEB,0,5,1,0
KHALED,0,199,1,0
KHALEEL,0,88,1,0
KHALEESI,164,0,0,1
KHALIA,168,0,0,1
KHALIAH,6,0,0,1
KHALID,0,759,1,0
KHALIF,0,115,1,0
KHALIK,0,6,1,0
KHALIL,0,1548,1,0
KHALILAH,108,0,0,1
KHALIQ,0,64,1,0
KHALIYAH,21,0,0,1
KHALLID,0,6,1,0
KHAMANI,7,52,0.881355932,0.118644068
KHAMARI,0,45,1,0
KHARA,5,0,0,1
KHARI,13,206,0.940639269,0.059360731
KHARISMA,5,0,0,1
KHARY,0,106,1,0
KHAYLA,23,0,0,1
KHIA,10,0,0,1
KHIABET,6,0,0,1
KHIRY,0,63,1,0
KHIZAR,0,5,1,0
KHLOE,1782,0,0,1
KHLOEE,13,0,0,1
KHOLE,31,0,0,1
KHRIS,0,11,1,0
KHRISTIAN,0,67,1,0
KHRISTINA,14,0,0,1
KHRISTOPHER,0,22,1,0
KHRYSTAL,5,0,0,1
KHUSHI,45,0,0,1
KHYLEE,5,0,0,1
KHYLIE,5,0,0,1
KHYREE,0,18,1,0
KHYRI,0,6,1,0
KIA,453,0,0,1
KIAAN,0,23,1,0
KIAH,62,0,0,1
KIAHNA,5,0,0,1
KIAMESHA,13,0,0,1
KIAN,0,462,1,0
KIANA,1811,0,0,1
KIANDRA,5,0,0,1
KIANI,46,0,0,1
KIANIE,5,0,0,1
KIANNA,579,0,0,1
KIANTE,0,5,1,0
KIARA,4805,0,0,1
KIARAH,103,0,0,1
KIARRA,250,0,0,1
KIEARA,10,0,0,1
KIEFER,0,30,1,0
KIEL,0,96,1,0
KIELY,7,0,0,1
KIERA,1547,0,0,1
KIERAN,12,1913,0.993766234,0.006233766
KIERNAN,5,164,0.970414201,0.029585799
KIERRA,472,0,0,1
KIERSTEN,847,0,0,1
KIERSTIN,123,0,0,1
KIERSTYN,23,0,0,1
KIESHA,318,0,0,1
KIETH,0,57,1,0
KIJANA,0,17,1,0
KIKI,21,0,0,1
KILEE,5,0,0,1
KILEY,543,0,0,1
KILIAN,0,47,1,0
KILLIAN,0,425,1,0
KIM,20613,1833,0.081662657,0.918337343
KIMA,5,0,0,1
KIMANI,109,221,0.66969697,0.33030303
KIMARA,16,0,0,1
KIMAYA,63,0,0,1
KIMBALL,0,21,1,0
KIMBELLA,5,0,0,1
KIMBER,28,0,0,1
KIMBERELY,28,0,0,1
KIMBERLE,22,0,0,1
KIMBERLEE,801,0,0,1
KIMBERLEY,2236,0,0,1
KIMBERLI,76,0,0,1
KIMBERLIE,77,0,0,1
KIMBERLIN,12,0,0,1
KIMBERLY,48314,127,0.002621746,0.997378254
KIMBERLYANN,5,0,0,1
KIMBERLYN,143,0,0,1
KIMBERY,5,0,0,1
KIMBLEY,5,0,0,1
KIMERLY,5,0,0,1
KIMI,11,84,0.884210526,0.115789474
KIMITRA,6,0,0,1
KIMM,5,0,0,1
KIMMARIE,59,0,0,1
KIMMIE,5,0,0,1
KIMORA,750,0,0,1
KIMORAH,5,0,0,1
KIMYA,10,0,0,1
KIMYETTA,5,0,0,1
KINDA,10,0,0,1
KINDRA,25,0,0,1
KINDU,0,5,1,0
KING,0,1244,1,0
KINGSLEY,17,442,0.962962963,0.037037037
KINGSTON,0,601,1,0
KINLEIGH,21,0,0,1
KINLEY,184,0,0,1
KINSEY,17,0,0,1
KINSLEE,28,0,0,1
KINSLEIGH,12,0,0,1
KINSLEY,406,5,0.01216545,0.98783455
KINTE,0,13,1,0
KINYA,7,0,0,1
KION,0,37,1,0
KIONA,15,0,0,1
KIONI,5,0,0,1
KIP,0,219,1,0
KIPP,0,14,1,0
KIRA,2146,0,0,1
KIRAN,171,254,0.597647059,0.402352941
KIRANDEEP,12,0,0,1
KIRBY,30,218,0.879032258,0.120967742
KIRIAKI,6,0,0,1
KIRILL,0,18,1,0
KIRIN,0,5,1,0
KIRK,0,3640,1,0
KIRKLAND,0,10,1,0
KIRON,0,5,1,0
KIRRA,5,0,0,1
KIRSTEN,2871,0,0,1
KIRSTIE,147,0,0,1
KIRSTIN,388,0,0,1
KIRSTY,11,0,0,1
KIRSTYN,42,0,0,1
KIRT,0,99,1,0
KISHA,1005,0,0,1
KISHAN,0,47,1,0
KISHAWN,0,6,1,0
KISHIA,11,0,0,1
KISSY,7,0,0,1
KIT,5,16,0.761904762,0.238095238
KITAI,0,5,1,0
KITANA,12,0,0,1
KITTY,507,0,0,1
KIVEN,0,5,1,0
KIYA,69,0,0,1
KIYAH,15,0,0,1
KIYAN,0,121,1,0
KIYANA,77,0,0,1
KIYANNA,29,0,0,1
KIYARA,5,0,0,1
KIYOMI,17,0,0,1
KIZZIE,20,0,0,1
KIZZY,209,0,0,1
KLARA,117,0,0,1
KLARISSA,25,0,0,1
KLAUDIA,74,0,0,1
KLAUS,0,22,1,0
KLAYTON,0,6,1,0
KLEA,16,0,0,1
KLOE,52,0,0,1
KLOEY,23,0,0,1
KLOIE,5,0,0,1
KLYE,0,5,1,0
KLYNN,10,0,0,1
KNIGHT,0,6,1,0
KNOWLEDGE,0,16,1,0
KNOX,0,173,1,0
KOA,0,17,1,0
KOBE,0,564,1,0
KOBI,0,28,1,0
KOBIE,0,34,1,0
KOBY,0,111,1,0
KODA,0,7,1,0
KODI,5,48,0.905660377,0.094339623
KODY,0,636,1,0
KOEN,0,23,1,0
KOFI,0,189,1,0
KOHEN,0,15,1,0
KOHL,0,6,1,0
KOLBE,0,5,1,0
KOLBY,0,195,1,0
KOLE,0,251,1,0
KOLIN,0,15,1,0
KOLLEEN,23,0,0,1
KOLLIN,0,25,1,0
KOLT,0,5,1,0
KOLTEN,0,35,1,0
KOLTON,0,230,1,0
KOLTYN,0,5,1,0
KOMAL,25,0,0,1
KONNER,0,75,1,0
KONNOR,0,165,1,0
KONRAD,0,228,1,0
KONSTANTIN,0,23,1,0
KONSTANTINA,37,0,0,1
KONSTANTINE,0,12,1,0
KONSTANTINOS,0,502,1,0
KOOPER,0,11,1,0
KORA,85,0,0,1
KORAN,0,17,1,0
KORBIN,0,69,1,0
KORBYN,0,15,1,0
KORDELL,0,25,1,0
KOREEN,5,0,0,1
KOREN,63,0,0,1
KOREY,5,502,0.990138067,0.009861933
KORI,484,28,0.0546875,0.9453125
KORIE,12,0,0,1
KORIN,15,0,0,1
KORINA,52,0,0,1
KORINNE,27,0,0,1
KORRA,20,0,0,1
KORRINE,5,0,0,1
KORTNEY,111,0,0,1
KORY,8,533,0.985212569,0.014787431
KOSTANTINOS,0,26,1,0
KOSTAS,0,31,1,0
KOURTNEY,469,0,0,1
KOURTNI,8,0,0,1
KOWAN,0,5,1,0
KRAIG,0,224,1,0
KREINDY,20,0,0,1
KRIS,517,901,0.635401975,0.364598025
KRISH,0,276,1,0
KRISHA,22,0,0,1
KRISHNA,15,189,0.926470588,0.073529412
KRISSY,27,0,0,1
KRISTA,4277,0,0,1
KRISTAL,720,0,0,1
KRISTAN,178,0,0,1
KRISTEEN,6,0,0,1
KRISTEL,80,0,0,1
KRISTEN,18155,71,0.003895534,0.996104466
KRISTENE,14,0,0,1
KRISTI,2204,0,0,1
KRISTIAN,115,1621,0.93375576,0.06624424
KRISTIANA,153,0,0,1
KRISTIANNA,15,0,0,1
KRISTIE,1994,0,0,1
KRISTIN,13003,105,0.008010375,0.991989625
KRISTINA,9833,0,0,1
KRISTINE,6878,0,0,1
KRISTLE,31,0,0,1
KRISTOFE,0,9,1,0
KRISTOFER,0,578,1,0
KRISTOFF,0,23,1,0
KRISTOFFER,0,203,1,0
KRISTOFOR,0,5,1,0
KRISTOPH,0,44,1,0
KRISTOPHER,0,3070,1,0
KRISTY,3576,0,0,1
KRISTYN,578,0,0,1
KRIZIA,24,0,0,1
KRRISH,0,5,1,0
KRUPA,5,0,0,1
KRYSTA,314,0,0,1
KRYSTAL,5066,0,0,1
KRYSTEL,28,0,0,1
KRYSTEN,193,0,0,1
KRYSTI,10,0,0,1
KRYSTIAN,0,173,1,0
KRYSTIE,32,0,0,1
KRYSTIN,147,0,0,1
KRYSTINA,445,0,0,1
KRYSTINE,57,0,0,1
KRYSTLE,1159,0,0,1
KRYSTOPHER,0,6,1,0
KRYSTYNA,95,0,0,1
KRZYSZTOF,0,11,1,0
KSENIA,10,0,0,1
KSHAWN,0,11,1,0
KUJTIM,0,6,1,0
KUMAR,0,8,1,0
KUNAL,0,97,1,0
KUNGA,0,30,1,0
KUNTA,0,13,1,0
KURT,0,6480,1,0
KURTIS,0,586,1,0
KUSH,0,34,1,0
KUSHTRIM,0,5,1,0
KUZEY,0,5,1,0
KWABENA,0,53,1,0
KWADWO,0,5,1,0
KWAKU,0,39,1,0
KWAME,0,642,1,0
KWAMEL,0,5,1,0
KWAN,0,11,1,0
KWANE,0,5,1,0
KWASI,0,75,1,0
KWESI,0,103,1,0
KYA,171,0,0,1
KYAH,27,0,0,1
KYAIRE,0,5,1,0
KYAN,0,144,1,0
KYANA,148,0,0,1
KYANNA,133,0,0,1
KYARA,314,0,0,1
KYASIA,51,0,0,1
KYDEN,0,10,1,0
KYE,0,90,1,0
KYESHA,16,0,0,1
KYIA,5,0,0,1
KYJUAN,0,6,1,0
KYLA,1842,0,0,1
KYLAH,213,0,0,1
KYLAN,0,59,1,0
KYLE,879,28562,0.970143677,0.029856323
KYLEE,1120,0,0,1
KYLEI,5,0,0,1
KYLEIGH,561,0,0,1
KYLEN,0,21,1,0
KYLENE,36,0,0,1
KYLER,6,608,0.990228013,0.009771987
KYLIAN,0,24,1,0
KYLIE,4398,0,0,1
KYLIN,0,5,1,0
KYLO,0,18,1,0
KYM,70,0,0,1
KYMANI,34,504,0.936802974,0.063197026
KYMBERLY,42,0,0,1
KYMORA,21,0,0,1
KYNDRA,17,0,0,1
KYNG,0,46,1,0
KYNLEE,17,0,0,1
KYRA,1948,0,0,1
KYRAH,64,0,0,1
KYRAN,0,15,1,0
KYREE,0,205,1,0
KYRELL,0,5,1,0
KYRIAKOS,0,13,1,0
KYRIE,71,552,0.886035313,0.113964687
KYRO,0,5,1,0
KYRON,0,114,1,0
KYRSTEN,11,0,0,1
KYRSTIN,11,0,0,1
KYSHA,30,0,0,1
KYSHAWN,0,7,1,0
KYSON,0,85,1,0
KYZER,0,5,1,0
LA,65,10,0.133333333,0.866666667
LABIB,0,5,1,0
LACEY,1324,5,0.003762227,0.996237773
LACHELLE,16,0,0,1
LACHLAN,0,186,1,0
LACI,134,0,0,1
LACIE,163,0,0,1
LACY,177,5,0.027472527,0.972527473
LADAWN,25,0,0,1
LADISLAUS,0,14,1,0
LADISLAV,0,5,1,0
LADONNA,73,0,0,1
LADY,18,0,0,1
LAEL,39,0,0,1
LAELA,15,0,0,1
LAFAYETTE,0,10,1,0
LAI,5,0,0,1
LAIA,37,0,0,1
LAIBA,168,0,0,1
LAILA,2660,0,0,1
LAILAH,254,0,0,1
LAILANI,51,0,0,1
LAINA,62,0,0,1
LAINE,42,0,0,1
LAINEY,147,0,0,1
LAINIE,77,0,0,1
LAIRD,0,17,1,0
LAISHA,170,0,0,1
LAITH,0,113,1,0
LAIYAH,6,0,0,1
LAKE,23,5,0.178571429,0.821428571
LAKEEM,0,5,1,0
LAKEESHA,65,0,0,1
LAKEIA,8,0,0,1
LAKEISHA,604,0,0,1
LAKEITHA,5,0,0,1
LAKELYN,6,0,0,1
LAKEMA,5,0,0,1
LAKEN,5,0,0,1
LAKENDRA,6,0,0,1
LAKENYA,21,0,0,1
LAKESHA,273,0,0,1
LAKESHIA,93,0,0,1
LAKEYA,103,0,0,1
LAKEYSHA,37,0,0,1
LAKIA,131,0,0,1
LAKIESHA,121,0,0,1
LAKIMA,21,0,0,1
LAKISHA,961,0,0,1
LAKSHMI,11,0,0,1
LALENA,16,0,0,1
LAMAR,38,1766,0.978935698,0.021064302
LAMARK,0,5,1,0
LAMARR,5,117,0.959016393,0.040983607
LAMBERT,0,34,1,0
LAMEEK,0,21,1,0
LAMEES,12,0,0,1
LAMEL,0,85,1,0
LAMIA,75,0,0,1
LAMIAH,10,0,0,1
LAMINE,0,37,1,0
LAMIR,0,11,1,0
LAMISHA,13,0,0,1
LAMIYAH,6,0,0,1
LAMONT,0,2725,1,0
LAMONTE,0,92,1,0
LAMYA,33,0,0,1
LANA,2211,0,0,1
LANAE,11,0,0,1
LANASIA,20,0,0,1
LANAYA,25,0,0,1
LANCE,0,6040,1,0
LANCELOT,0,6,1,0
LANDAN,0,5,1,0
LANDEN,0,607,1,0
LANDIN,0,22,1,0
LANDON,5,4149,0.998796341,0.001203659
LANDRY,0,11,1,0
LANDYN,0,282,1,0
LANE,10,509,0.980732177,0.019267823
LANEE,6,0,0,1
LANEISHA,6,0,0,1
LANETTE,126,0,0,1
LANEY,126,0,0,1
LANGSTON,0,115,1,0
LANI,158,0,0,1
LANIA,11,0,0,1
LANIE,27,0,0,1
LANIECE,10,0,0,1
LANIQUA,5,0,0,1
LANIQUE,10,0,0,1
LANISE,5,0,0,1
LANISHA,34,0,0,1
LANIYA,123,0,0,1
LANIYAH,128,0,0,1
LANNY,0,217,1,0
LANSING,0,30,1,0
LANYA,5,0,0,1
LAQUAN,0,338,1,0
LAQUANA,93,0,0,1
LAQUANDA,63,0,0,1
LAQUANNA,10,0,0,1
LAQUASHA,11,0,0,1
LAQUASIA,43,0,0,1
LAQUINTA,10,0,0,1
LAQUISHA,28,0,0,1
LAQUITA,56,0,0,1
LARA,2256,0,0,1
LARAE,5,0,0,1
LARAINE,716,0,0,1
LARENZ,0,5,1,0
LARHONDA,11,0,0,1
LARI,5,0,0,1
LARISA,135,0,0,1
LARISSA,1392,0,0,1
LARITA,5,0,0,1
LARK,10,0,0,1
LARKIN,11,0,0,1
LARON,0,227,1,0
LARONDA,5,0,0,1
LARRAINE,112,0,0,1
LARRIE,0,7,1,0
LARRY,17,24242,0.999299229,0.000700771
LARS,0,363,1,0
LARUE,0,6,1,0
LARY,0,7,1,0
LARYSSA,12,0,0,1
LASANDRA,5,0,0,1
LASEAN,5,7,0.583333333,0.416666667
LASHAE,21,0,0,1
LASHAN,5,0,0,1
LASHANA,60,0,0,1
LASHANDA,162,0,0,1
LASHANIQUE,5,0,0,1
LASHANNA,33,0,0,1
LASHANTI,9,0,0,1
LASHARN,5,0,0,1
LASHAUN,66,15,0.185185185,0.814814815
LASHAUNA,5,0,0,1
LASHAUNDA,16,0,0,1
LASHAWN,832,285,0.255147717,0.744852283
LASHAWNA,90,0,0,1
LASHAWNDA,49,0,0,1
LASHAY,63,0,0,1
LASHEA,23,0,0,1
LASHEENA,7,0,0,1
LASHELLE,10,0,0,1
LASHON,75,11,0.127906977,0.872093023
LASHONDA,260,0,0,1
LASHONE,11,0,0,1
LASONYA,12,0,0,1
LASZLO,0,27,1,0
LATANYA,594,0,0,1
LATARA,19,0,0,1
LATARSHA,94,0,0,1
LATASHA,1543,0,0,1
LATASHIA,40,0,0,1
LATASIA,20,0,0,1
LATAVIA,79,0,0,1
LATAYA,12,0,0,1
LATEASHA,6,0,0,1
LATEEF,0,127,1,0
LATEEFAH,34,0,0,1
LATEESHA,24,0,0,1
LATEISHA,70,0,0,1
LATESHA,305,0,0,1
LATESHIA,5,0,0,1
LATHAN,0,19,1,0
LATIA,170,0,0,1
LATICIA,94,0,0,1
LATIESHA,5,0,0,1
LATIF,0,25,1,0
LATIFA,123,0,0,1
LATIFAH,133,0,0,1
LATIMA,6,0,0,1
LATINA,12,0,0,1
LATIQUA,15,0,0,1
LATISA,6,0,0,1
LATISHA,1838,0,0,1
LATONIA,184,0,0,1
LATONYA,568,0,0,1
LATORA,5,0,0,1
LATORIA,10,0,0,1
LATOSHA,141,0,0,1
LATOSHIA,5,0,0,1
LATOYA,4025,0,0,1
LATOYIA,45,0,0,1
LATRELL,0,329,1,0
LATRICE,453,0,0,1
LATRICIA,166,0,0,1
LATRINA,50,0,0,1
LATRISHA,24,0,0,1
LATROY,0,6,1,0
